NAME,AB,ST,EHG,AP,CHCH,BC,CIM,PCI,DES,EST,LC,FA,CAA,CEXA,CHC,CHH,CAMG,COND,CECN,SEP,CE,BRE,ACC,COM,NOMS,T,LT,KM,FALLA,TIPO,DESC,OBS,CORR,TipoFALLA
157,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
158,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
159,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
160,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
161,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
162,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
163,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
164,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
165,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,63.670,04/08/2012,B0= DESCARGA ATMOSFERICA,"CADENA FLAMEADA EN ESTRUCTURA No. 165,TIPO HORIZONTAL, FASE ""C"" LATERAL.",,05/08/2012,1
166,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
167,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
168,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
169,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
170,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
171,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
172,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
173,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
174,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
175,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
176,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
177,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
178,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
179,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
180,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
181,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
182,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
183,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
184,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
185,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
186,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
187,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
188,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
189,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
190,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,8,6,0,4,0.926,93100,,,,,,,
191,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,0,4,0.958,93100,,,,,,,
192,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,0,4,0.958,93100,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,93610,,29/07/2006,B0= DESCARGA ATMOSFERICA,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,93610,,29/07/2008,C0= VIENTOS FUERTES,"FUERTES VIENTOS Y LLUVIAS CON GRANIZO AL MOMENTO DEL DISPARO ARQUEO DEL CONDUCTOR A CRUCETA DE ESTRUCTURA AUTOSOPORTADA DE LINEA DE 115KV, EN CLARO DE ESTRUCTURAS 37 Y 38",,29/07/2008,2
231,,,,,,,,,,,,,,,,,,,,,,,,,,,A3L60,16.000,13/06/2013,B0= DESCARGA ATMOSFERICA,"CADENA FLAMEADA ESTRUCTURA No. 231 DE SUSPENSION FASE ""B"" INFERIOR.",,27/06/2013,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,A3L60,20.950,08/10/2009,B0= DESCARGA ATMOSFERICA,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,93100,71.000,19/11/2014,C2= QUEMA DE BOSQUE,"QUEMA DE MATORRALES (PLANTAS RODANTES), FUERA DERECHO DE VIA, PRESENTÁNDOSE ARCO ELÉCTRICO EN CONDUCTORES DE LAS FASES “B” Y “C”, CAUSADO INTENCIONALMENTE POR PERSONAL VÁNDALOS.",,19/11/2014,8
